name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data
dyk,22,男,,,,,,,,,
,,,689.0,5,5.0,"[""red"",""blue""]",green,True,"[{""x"":1117,""y"":566,""t"":4},{""x"":1108,""y"":576,""t"":43},{""x"":1085,""y"":551,""t"":73},{""x"":985,""y"":562,""t"":107},{""x"":955,""y"":567,""t"":140},{""x"":977,""y"":568,""t"":185},{""x"":981,""y"":582,""t"":214},{""x"":960,""y"":649,""t"":243},{""x"":949,""y"":582,""t"":280},{""x"":956,""y"":598,""t"":310},{""x"":901,""y"":595,""t"":358},{""x"":883,""y"":608,""t"":377},{""x"":930,""y"":605,""t"":412},{""x"":931,""y"":555,""t"":450},{""x"":889,""y"":654,""t"":479},{""x"":895,""y"":635,""t"":527},{""x"":824,""y"":582,""t"":554},{""x"":813,""y"":603,""t"":583},{""x"":779,""y"":612,""t"":615},{""x"":831,""y"":588,""t"":652}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
,,,550.0,6,6.0,"[""red"",""green""]",green,True,"[{""x"":912,""y"":557,""t"":4},{""x"":918,""y"":516,""t"":36},{""x"":964,""y"":496,""t"":76},{""x"":977,""y"":482,""t"":106},{""x"":1029,""y"":506,""t"":145},{""x"":960,""y"":526,""t"":173},{""x"":935,""y"":530,""t"":209},{""x"":937,""y"":517,""t"":246},{""x"":924,""y"":537,""t"":276},{""x"":991,""y"":510,""t"":325},{""x"":953,""y"":541,""t"":354},{""x"":1019,""y"":574,""t"":381},{""x"":1103,""y"":615,""t"":412},{""x"":1173,""y"":648,""t"":446},{""x"":1139,""y"":608,""t"":480},{""x"":1142,""y"":574,""t"":525}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
,,,365.0,6,6.0,"[""red"",""blue""]",blue,True,"[{""x"":1126,""y"":552,""t"":5},{""x"":1110,""y"":508,""t"":43},{""x"":1067,""y"":514,""t"":77},{""x"":1029,""y"":520,""t"":104},{""x"":998,""y"":547,""t"":140},{""x"":1077,""y"":544,""t"":185},{""x"":1083,""y"":557,""t"":211},{""x"":1006,""y"":553,""t"":242},{""x"":1010,""y"":531,""t"":278},{""x"":1004,""y"":524,""t"":310}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
,,,608.0,5,5.0,"[""green"",""red""]",blue,True,"[{""x"":1008,""y"":621,""t"":4},{""x"":926,""y"":660,""t"":39},{""x"":924,""y"":619,""t"":73},{""x"":877,""y"":665,""t"":112},{""x"":836,""y"":664,""t"":144},{""x"":804,""y"":662,""t"":171},{""x"":817,""y"":622,""t"":212},{""x"":861,""y"":577,""t"":243},{""x"":936,""y"":560,""t"":287},{""x"":1002,""y"":545,""t"":314},{""x"":1002,""y"":539,""t"":344},{""x"":978,""y"":478,""t"":382},{""x"":1039,""y"":504,""t"":411},{""x"":1026,""y"":491,""t"":448},{""x"":1017,""y"":504,""t"":477},{""x"":1005,""y"":492,""t"":521},{""x"":1010,""y"":519,""t"":551},{""x"":1034,""y"":528,""t"":580}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
,,,421.0,4,4.0,"[""green"",""blue""]",green,True,"[{""x"":1014,""y"":540,""t"":3},{""x"":1050,""y"":578,""t"":38},{""x"":969,""y"":605,""t"":71},{""x"":924,""y"":632,""t"":108},{""x"":1002,""y"":647,""t"":141},{""x"":957,""y"":689,""t"":185},{""x"":884,""y"":740,""t"":213},{""x"":875,""y"":741,""t"":242},{""x"":828,""y"":707,""t"":278},{""x"":789,""y"":675,""t"":308},{""x"":780,""y"":684,""t"":343},{""x"":880,""y"":691,""t"":387}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
,,,390.0,4,4.0,"[""red"",""blue""]",red,True,"[{""x"":1097,""y"":653,""t"":5},{""x"":1079,""y"":699,""t"":43},{""x"":1049,""y"":741,""t"":73},{""x"":1131,""y"":679,""t"":107},{""x"":1165,""y"":656,""t"":154},{""x"":1192,""y"":636,""t"":176},{""x"":1167,""y"":659,""t"":216},{""x"":1177,""y"":700,""t"":241},{""x"":1177,""y"":737,""t"":276},{""x"":1179,""y"":751,""t"":310},{""x"":1157,""y"":747,""t"":356}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
,,,380.0,6,6.0,"[""green"",""red""]",red,True,"[{""x"":1037,""y"":830,""t"":5},{""x"":1069,""y"":804,""t"":41},{""x"":1079,""y"":812,""t"":73},{""x"":1059,""y"":819,""t"":121},{""x"":945,""y"":856,""t"":142},{""x"":971,""y"":811,""t"":183},{""x"":941,""y"":861,""t"":210},{""x"":980,""y"":860,""t"":241},{""x"":984,""y"":856,""t"":277},{""x"":968,""y"":843,""t"":310},{""x"":992,""y"":820,""t"":355}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
,,,390.0,4,4.0,"[""blue"",""green""]",blue,True,"[{""x"":1030,""y"":819,""t"":5},{""x"":1028,""y"":779,""t"":38},{""x"":1017,""y"":787,""t"":76},{""x"":999,""y"":816,""t"":106},{""x"":985,""y"":841,""t"":138},{""x"":1001,""y"":783,""t"":183},{""x"":999,""y"":778,""t"":213},{""x"":1030,""y"":740,""t"":241},{""x"":1033,""y"":777,""t"":278},{""x"":1012,""y"":814,""t"":311},{""x"":972,""y"":831,""t"":356}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
,,,582.0,5,5.0,"[""blue"",""green""]",red,True,"[{""x"":933,""y"":867,""t"":3},{""x"":912,""y"":832,""t"":39},{""x"":895,""y"":802,""t"":71},{""x"":894,""y"":748,""t"":109},{""x"":950,""y"":699,""t"":140},{""x"":1048,""y"":692,""t"":187},{""x"":1056,""y"":670,""t"":216},{""x"":1078,""y"":648,""t"":242},{""x"":1060,""y"":624,""t"":280},{""x"":1028,""y"":639,""t"":311},{""x"":1079,""y"":614,""t"":357},{""x"":1072,""y"":679,""t"":386},{""x"":1013,""y"":678,""t"":412},{""x"":1005,""y"":714,""t"":450},{""x"":977,""y"":725,""t"":480},{""x"":1003,""y"":720,""t"":528},{""x"":1009,""y"":650,""t"":555}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}"
